Lon,Lat,Day,E
26.827458,60.6845,4,0.0
24.971637,60.189281,4,0.041666666666666664
24.975446,60.383645,4,0.1
24.848679,60.270063,4,0.1
22.576275,60.64546,4,0.0
21.816837,61.505,4,0.0
25.63114,61.073963,4,0.0
24.890898,60.204969,4,0.023255813953488372
25.096234,60.473412,4,0.1
24.899423,60.212758,4,0.1
25.048182,60.184921,4,0.023255813953488372
24.94249,60.166867,4,0.023255813953488372
25.80714,60.3577,4,0.041666666666666664
24.762866,60.191423,4,0.041666666666666664
24.91562,60.179419,4,0.06666666666666667
24.704863,60.158483,4,0.06666666666666667
24.369171,60.31738,4,0.023255813953488372
27.711249,61.752992,4,0.0
24.475508,60.038469,4,0.02564102564102564
24.921447,60.177848,4,0.02564102564102564
25.681445,61.297276,4,0.0
24.899423,60.212758,4,0.04
25.032853,60.232735,4,0.08333333333333333
23.966544,60.060602,4,0.08333333333333333
26.04113,61.219362,4,0.0
24.80636,60.262377,4,0.06666666666666667
21.729755,60.688729,4,0.0
25.046201,62.408118,4,0.0
25.28371,60.528646,4,0.0625
24.958515,60.188628,4,0.0625
24.822183,60.630469,4,0.00558659217877095
24.714135,60.195122,4,0.00558659217877095
24.82098,60.616869,4,0.03571428571428571
25.09285,60.456353,4,0.03571428571428571
24.633792,60.923069,3,0.0
24.824108,60.210228,3,0.015151515151515152
24.581536,60.099004,3,0.030303030303030304
24.68843,60.197652,3,0.030303030303030304
24.918516,60.156482,4,0.08333333333333333
27.12301,60.560045,4,0.0
23.746491,60.332552,4,0.02702702702702703
24.742544,60.302029,4,0.02702702702702703
24.926484,60.199845,4,0.01639344262295082
24.963859,60.25709,4,0.01639344262295082
24.923479,60.178896,4,0.1
24.113214,60.114985,4,0.1
24.758894,60.181445,4,0.007751937984496124
24.938135,60.157257,4,0.007751937984496124
22.276023,60.312092,4,0.0
25.530047,64.956503,4,0.0
25.56436,61.160421,4,0.0
24.905608,60.19891,4,0.038461538461538464
22.946607,62.960704,4,0.0
24.869274,60.220751,4,0.013333333333333334
24.668235,60.128522,4,0.00909090909090909
24.874939,60.217056,4,0.00909090909090909
25.110067,60.335257,4,0.0070921985815602835
24.823567,61.860212,4,0.0
24.330098,60.408038,4,0.024390243902439025
24.916998,60.207757,4,0.024390243902439025
28.753438,61.206354,4,0.0
24.734954,60.161774,4,0.09090909090909091
24.724125,60.214392,4,0.029411764705882353
25.055475,60.293703,4,0.029411764705882353
25.02798,60.189232,4,0.1
24.205697,60.290531,4,0.1
25.575253,61.167631,4,0.0
24.903314,60.350594,4,0.07142857142857142
22.216446,61.993752,4,0.0
21.778215,61.242321,4,0.0
25.05542,60.210781,4,0.034482758620689655
24.982654,60.268451,4,0.034482758620689655
24.927329,60.176061,4,0.006369426751592357
24.802512,60.159953,4,0.006369426751592357
24.745262,60.186036,4,0.02631578947368421
24.949483,60.166296,4,0.02631578947368421
25.047371,60.215217,4,0.1
25.151935,60.220538,4,0.1
24.929674,60.184286,4,0.018867924528301886
24.387414,60.707637,4,0.0
24.828177,60.183391,4,0.037037037037037035
25.095184,60.245735,4,0.037037037037037035
24.774844,60.158823,4,0.09090909090909091
24.966302,60.21009,4,0.09090909090909091
24.673913,60.18143,4,0.0136986301369863
24.882972,60.159611,4,0.0136986301369863
24.837949,60.241159,4,0.037037037037037035
25.08037,60.321504,4,0.037037037037037035
24.933326,60.229698,4,0.03333333333333333
24.853993,60.244743,4,0.03333333333333333
25.54112,60.492916,4,0.047619047619047616
25.556803,60.549577,4,0.047619047619047616
25.134306,60.209866,4,0.04
23.701173,60.080457,4,0.04
25.56635,61.166765,4,0.0
25.033419,60.191127,4,0.05555555555555555
22.700535,61.176168,4,0.0
24.955189,60.29248,4,0.00014150275930380644
24.947932,60.210618,4,0.01639344262295082
22.480251,60.014617,4,0.0
24.959685,60.173484,3,0.0196078431372549
24.420537,60.980018,3,0.0
22.780381,63.598711,4,0.0
24.227926,60.138099,4,0.05
25.652721,61.040661,4,0.0
24.57961,60.256692,4,0.006134969325153374
27.077828,60.550459,4,0.0
27.188008,63.572798,4,0.0
25.089987,60.484657,4,0.006578947368421052
24.910602,60.188652,4,0.006578947368421052
24.646738,60.215956,4,0.013157894736842105
21.778215,61.242321,4,0.0
24.657408,60.354133,4,0.07692307692307693
24.851761,60.26542,4,0.07692307692307693
24.893783,60.214572,4,0.07692307692307693
24.874332,60.283154,4,0.07692307692307693
25.082584,60.203599,4,0.011363636363636364
28.765649,61.209463,4,0.0
24.765175,60.757418,4,0.0
24.892074,60.230794,4,0.0625
24.247915,60.534726,4,0.09090909090909091
23.74637,61.227487,4,0.0
24.8329,60.183868,4,0.05263157894736842
23.959889,60.110822,4,0.05263157894736842
24.769116,60.21156,4,0.037037037037037035
23.091092,63.106362,4,0.0
24.996611,60.244644,4,0.0021413276231263384
24.912887,60.158563,4,0.0021413276231263384
27.741018,63.361448,4,0.0
24.834158,60.644657,4,0.022222222222222223
25.093041,60.398927,4,0.09090909090909091
24.852486,60.647961,4,0.09090909090909091
24.943655,60.258432,4,0.003436426116838488
24.965206,60.245839,4,0.003436426116838488
24.740606,60.378738,4,0.001953125
24.95749,60.183726,4,0.001953125
24.654113,60.20583,4,0.025
22.335508,61.251525,4,0.0
25.021241,60.262207,4,0.09090909090909091
24.727189,60.397875,4,0.09090909090909091
24.891159,60.295414,4,0.021739130434782608
29.706644,62.629549,4,0.0
25.095805,60.510297,4,0.06666666666666667
22.163603,61.119267,4,0.0
24.947833,60.19452,4,0.0001222195062331948
24.958402,60.192137,4,0.0001222195062331948
29.823686,62.62551,4,0.0
25.064973,60.256933,4,0.021739130434782608
24.744586,60.234165,3,0.08333333333333333
24.976921,60.167067,3,0.08333333333333333
25.73614,62.299518,4,0.0
24.546343,60.162631,4,0.001092896174863388
24.731875,60.28539,4,0.05555555555555555
23.584576,60.811914,4,0.0
25.113048,60.240309,3,0.05
25.046961,60.161855,3,0.05
24.701977,60.180315,3,0.002583979328165375
24.83727,60.189254,3,0.002583979328165375
24.943925,60.213064,3,0.1
24.681985,60.127785,3,0.1
24.943242,60.167595,3,0.07692307692307693
22.14922,61.311854,3,0.0
24.748706,60.160242,3,0.022222222222222223
24.793635,60.174817,3,0.022222222222222223
26.595648,60.849555,3,0.0
25.902473,62.265736,3,0.0
24.834563,60.237437,3,0.08333333333333333
24.777326,60.190258,3,0.08333333333333333
24.94698,60.164154,3,0.1
24.247572,60.244456,3,0.1
23.841595,61.160197,3,0.0
24.957341,60.186511,3,0.005747126436781609
22.156273,61.129114,3,0.0
25.000892,60.246734,3,0.0625
25.540084,60.496107,3,0.02
25.020267,60.263108,3,0.02
24.821172,60.270566,3,0.009433962264150943
24.94249,60.166867,3,0.009433962264150943
24.92404,60.281811,4,0.07142857142857142
24.906386,60.163367,4,0.07142857142857142
23.901412,62.699075,3,0.0
24.894891,60.24318,3,0.07142857142857142
28.758139,61.156014,3,0.0
25.089743,60.397167,3,0.045454545454545456
25.083356,61.839153,3,0.0
24.963801,60.403061,3,0.07142857142857142
23.922172,63.904094,3,0.0
24.901306,60.222782,3,0.03333333333333333
24.630833,60.153014,3,0.08333333333333333
24.648318,60.199323,3,0.08333333333333333
24.845912,60.255804,3,0.045454545454545456
25.009824,60.183464,3,0.045454545454545456
25.103654,60.296856,3,0.09090909090909091
26.060631,60.55785,3,0.09090909090909091
24.736638,60.185548,3,0.012048192771084338
24.787689,60.219177,3,0.012048192771084338
24.963314,60.18609,3,0.023809523809523808
25.139737,60.342089,3,0.023809523809523808
24.981703,60.18299,3,0.045454545454545456
25.804805,60.944213,3,0.0
24.955843,60.187906,3,0.009900990099009901
24.875726,60.237667,3,0.009900990099009901
25.057749,60.202563,3,0.08333333333333333
23.691396,60.063164,3,0.08333333333333333
24.949368,60.184141,3,0.07692307692307693
24.975877,60.388125,3,0.07692307692307693
24.754207,60.240948,3,0.0625
24.9463,60.155663,3,0.0625
25.388926,60.748985,3,0.0625
29.843378,62.626518,3,0.0
25.061536,60.20303,3,0.04
25.025357,60.278794,3,0.04
25.032232,60.293795,4,0.014492753623188406
25.013506,60.28262,4,0.014492753623188406
25.151801,60.283899,4,0.04
24.717407,60.326482,4,0.04
24.954775,60.178971,4,0.02857142857142857
24.652704,60.178485,4,0.02857142857142857
24.97885,60.259287,4,0.06666666666666667
24.470245,60.126514,4,0.06666666666666667
26.021928,61.584893,4,0.0
25.334334,60.560602,4,0.02702702702702703
25.10864,60.243652,4,0.016129032258064516
25.188915,60.269308,4,0.016129032258064516
27.69181,62.8254,4,0.0
25.027402,60.245108,4,0.029411764705882353
24.601964,60.261313,4,0.013888888888888888
24.928044,60.173651,4,0.013888888888888888
24.928784,60.177947,4,0.05
24.473298,60.130287,4,0.05
25.0361,60.307014,4,0.047619047619047616
24.93163,60.160298,4,0.047619047619047616
25.137857,60.465038,4,0.08333333333333333
24.72935,60.278985,4,0.08333333333333333
24.800712,61.136515,4,0.0
25.087735,60.485505,4,0.009523809523809525
24.758956,60.193205,4,0.0034602076124567475
24.806728,60.170391,4,0.0034602076124567475
24.716846,60.240224,4,0.0030211480362537764
24.738215,60.239667,4,0.0030211480362537764
23.035696,63.730651,4,0.0
24.94547,60.274457,4,0.02
26.117855,65.256262,4,0.0
24.888322,60.259738,4,0.05
24.982351,60.187816,4,0.014492753623188406
24.946817,60.159447,4,0.014492753623188406
25.067869,60.281371,3,0.05555555555555555
25.089743,60.397167,3,0.05555555555555555
24.951103,60.163786,3,0.011627906976744186
24.74297,60.215729,3,0.011627906976744186
24.762944,60.164839,3,0.05263157894736842
26.090102,60.327886,3,0.05263157894736842
24.342904,61.025211,3,0.0
24.65581,60.222583,3,0.02702702702702703
22.467349,62.678163,3,0.0
24.593526,60.227555,3,0.05555555555555555
24.898425,60.198799,3,0.0625
25.629188,60.418613,3,0.0625
24.819319,60.258594,3,0.043478260869565216
25.019728,60.271161,3,0.043478260869565216
24.859097,60.161358,3,0.07692307692307693
23.646,60.086886,3,0.07692307692307693
27.374005,60.493096,3,0.0
24.782108,60.205054,3,0.0625
25.105465,60.277132,3,0.017241379310344827
25.098019,60.33914,3,0.017241379310344827
24.158543,61.094994,3,0.0
25.27791,60.379716,3,0.04
25.064433,60.322306,3,0.08333333333333333
25.028542,60.263512,3,0.08333333333333333
25.058597,60.195199,3,0.013157894736842105
24.928543,60.195361,3,0.013157894736842105
24.863709,60.221437,3,0.006097560975609756
24.917846,60.183424,3,0.006097560975609756
26.684354,60.872336,3,0.0
25.090981,60.201975,3,0.030303030303030304
