,Lon,Lat,Day,E
0,25.000985,60.330802,4,0.37499999999999944
1,22.430934,60.098158,4,0.0
2,24.978351,60.390661,4,0.9000000000000001
3,25.781292,62.119398,4,0.0
4,24.656113,60.137859,4,0.7499999999999998
5,22.183503,61.10717,4,0.0
6,24.758999,60.192206,4,0.2093023255813947
7,24.895595,60.205338,4,0.2093023255813947
8,24.827652,60.255164,4,0.9000000000000001
9,24.901308,60.219945,4,0.9000000000000001
10,25.054883,60.173362,4,0.2093023255813947
11,24.917846,60.183424,4,0.2093023255813947
12,21.364133,62.282152,4,0.0
13,25.093041,60.398927,4,0.37499999999999944
14,24.928025,60.178689,4,0.5999999999999994
15,24.70681,60.156524,4,0.0
16,25.585256,61.168005,4,0.0
17,24.083305,60.257064,4,0.2093023255813947
18,24.511692,60.091439,4,0.0
19,24.923479,60.178896,4,0.2307692307692304
20,24.958583,60.158684,4,0.36000000000000004
21,24.792041,60.171349,4,0.36000000000000004
22,25.027175,60.227272,4,0.7499999999999998
23,24.225284,60.093062,4,0.0
24,23.635159,60.803442,4,0.0
25,25.346481,63.745884,4,0.0
26,24.999843,61.090679,4,0.0
27,22.717261,60.424312,4,0.0
28,25.28371,60.528646,4,0.0
29,24.961622,60.186189,4,0.5625
30,24.912158,67.641114,4,0.0
31,24.884306,60.228865,4,0.0502793296089381
32,24.618222,60.358943,4,0.0
33,25.070468,60.467262,4,0.3214285714285713
34,25.497476,61.001703,3,0.0
35,24.80142,60.210273,3,0.1363636363636359
36,22.932097,59.827431,3,0.2727272727272727
37,22.571579,60.649243,3,0.0
38,24.907295,60.16387,4,0.7499999999999998
39,25.013282,60.375123,4,0.7499999999999998
40,24.959847,60.19717,4,0.243243243243243
41,23.987805,60.459834,4,0.0
42,24.925001,60.205032,4,0.0
43,24.920417,60.255483,4,0.1475409836065572
44,24.91562,60.179419,4,0.9000000000000001
45,24.748924,60.851701,4,0.0
46,24.753942,60.182714,4,0.06976744186046491
47,24.944124,60.156125,4,0.06976744186046491
48,24.411726,61.068353,4,0.0
49,24.738569,60.231526,4,0.290322580645161
50,27.181245,63.586089,4,0.0
51,24.960045,60.197501,4,0.34615384615384565
52,25.094032,60.337286,4,0.1199999999999997
53,24.869158,60.219344,4,0.1199999999999997
54,24.681865,60.132747,4,0.08181818181818101
55,24.875725,60.220336,4,0.08181818181818101
56,23.083203,68.289007,4,0.0
57,25.653581,62.385694,4,0.0
58,25.740601,62.288559,4,0.0
59,24.924453,60.196277,4,0.21951219512195103
60,24.100827,61.08105,4,0.0
61,24.878836,60.229954,4,0.8181818181818181
62,24.744344,60.21622,4,0.26470588235294074
63,23.861108,61.156042,4,0.0
64,25.03477,60.185381,4,0.9000000000000001
65,22.379156,62.961199,4,0.0
66,24.878842,60.230765,4,0.6428571428571426
67,25.340513,61.288804,4,0.0
68,27.786322,68.710349,4,0.0
69,25.180739,61.928572,4,0.0
70,25.049854,60.213016,4,0.3103448275862064
71,24.98914,60.276777,4,0.3103448275862064
72,24.943882,60.172029,4,0.0573248407643307
73,22.568011,60.156721,4,0.0
74,24.72284,60.185772,4,0.2368421052631578
75,24.948304,60.163332,4,0.2368421052631578
76,25.030532,60.202848,4,0.9000000000000001
77,25.131689,60.222426,4,0.9000000000000001
78,24.753248,60.376428,4,0.1698113207547162
79,26.015275,61.583211,4,0.0
80,24.832242,60.176351,4,0.33333333333333304
81,25.109272,60.248778,4,0.33333333333333304
82,25.522592,61.180616,4,0.0
83,24.985101,60.217455,4,0.8181818181818181
84,24.656494,60.176853,4,0.1232876712328767
85,24.891335,60.158416,4,0.1232876712328767
86,24.833248,60.249081,4,0.0
87,25.082399,60.320967,4,0.33333333333333304
88,25.050537,60.735558,4,0.0
89,23.496376,63.543605,4,0.0
90,24.121584,60.263271,4,0.42857142857142844
91,27.028805,68.905336,4,0.0
92,25.136272,60.20226,4,0.36000000000000004
93,24.945914,60.245176,4,0.36000000000000004
94,27.614216,65.585067,4,0.0
95,25.033139,60.193153,4,0.4999999999999995
96,21.850672,61.600736,4,0.0
97,24.945486,60.290522,4,0.0012735248337342002
98,25.103927,60.42813,4,0.0
99,23.808087,63.006943,4,0.0
100,24.95649,60.169093,3,0.17647058823529413
101,24.502228,61.645515,3,0.0
102,23.330915,60.055198,4,0.0
103,24.225281,60.130604,4,0.45000000000000007
104,24.418066,60.433812,4,0.0
105,24.604397,60.235042,4,0.0552147239263797
106,24.884128,60.230227,4,0.290322580645161
107,24.996065,60.418388,4,0.290322580645161
108,24.816356,60.187201,4,0.059210526315789005
109,24.910065,60.187247,4,0.059210526315789005
110,24.982483,60.285131,4,0.1184210526315789
111,24.800704,60.269794,4,0.1184210526315789
112,24.591087,60.350945,4,0.0
113,24.851522,60.25831,4,0.6923076923076922
114,24.906778,60.2197,4,0.0
115,23.85736,62.991887,4,0.0
116,25.087603,60.21036,4,0.10227272727272671
117,23.982586,60.469204,4,0.0
118,25.354356,64.811379,4,0.0
119,24.891922,60.226671,4,0.5625
120,24.272263,60.537912,4,0.0
121,23.950042,60.036105,4,0.0
122,24.831432,60.179175,4,0.4736842105263156
123,24.076829,60.084355,4,0.0
124,24.756994,60.209176,4,0.33333333333333304
125,25.08037,60.321504,4,0.33333333333333304
126,25.032232,60.293795,4,0.0192719486081367
127,24.401355,60.252016,4,0.0
128,25.35401,60.673723,4,0.0
129,25.084095,60.491978,4,0.1999999999999998
130,24.960474,60.271773,4,0.8181818181818181
131,24.864505,60.63442,4,0.8181818181818181
132,24.947809,60.260958,4,0.030927835051545602
133,24.967259,60.239792,4,0.030927835051545602
134,22.97997,59.826936,4,0.017578125
135,27.155454,60.607993,4,0.0
136,24.63358,60.202622,4,0.22500000000000003
137,24.808533,60.262867,4,0.0
138,24.789532,60.16777,4,0.0
139,25.180739,61.928572,4,0.0
140,27.600029,60.539988,4,0.0
141,23.515695,60.807104,4,0.0
142,23.65095,62.59543,4,0.0
143,26.589868,60.895578,4,0.0
144,24.955993,60.190487,4,0.0010999755560979001
145,24.946025,60.192326,4,0.0010999755560979001
146,25.035963,60.314322,4,0.19565217391304343
147,25.061778,60.252971,4,0.19565217391304343
148,24.850037,60.224397,3,0.7499999999999998
149,25.478059,65.014588,3,0.0
150,27.12301,60.560045,4,0.0
151,25.092033,60.211206,4,0.0098360655737697
152,29.513957,64.126178,4,0.0
153,24.928302,60.235923,4,0.4999999999999995
154,25.122464,60.233293,3,0.45000000000000007
155,25.042212,60.166496,3,0.45000000000000007
156,24.730379,60.171697,3,0.023255813953487702
157,24.83727,60.189254,3,0.023255813953487702
158,23.606569,60.81474,3,0.0
159,24.678766,60.127955,3,0.9000000000000001
160,24.953086,60.168526,3,0.6923076923076922
161,30.154076,62.784915,3,0.0
162,24.741396,60.14776,3,0.1999999999999998
163,24.788059,60.174668,3,0.1999999999999998
164,24.857886,60.258962,3,0.0841121495327097
165,24.74991,60.282398,3,0.0841121495327097
166,24.83421,60.240653,3,0.7499999999999998
167,24.759609,60.199941,3,0.7499999999999998
168,24.943562,60.167399,3,0.9000000000000001
169,23.834973,60.015758,3,0.0
170,24.983656,60.24299,3,0.0517241379310344
171,24.963314,60.18609,3,0.0517241379310344
172,25.104936,60.461436,3,0.5625
173,24.993913,60.24438,3,0.5625
174,24.837778,60.240026,3,0.18000000000000002
175,25.009918,60.265882,3,0.18000000000000002
176,22.380214,60.403666,3,0.0
177,24.929637,60.172492,3,0.0849056603773581
178,21.73048,61.209075,4,0.0
179,24.937064,60.167895,4,0.6428571428571426
180,22.172179,61.019218,3,0.0
181,24.887873,60.260739,3,0.6428571428571426
182,24.971249,60.211103,3,0.4090909090909086
183,26.36537,60.886994,3,0.0
184,22.465496,60.423474,3,0.0
185,22.993256,59.83875,3,0.6428571428571426
186,24.986025,60.27136,3,0.2999999999999997
187,24.896531,60.219941,3,0.2999999999999997
188,24.66275,60.149951,3,0.7499999999999998
189,26.013429,61.576105,3,0.0
190,24.849213,60.252058,3,0.4090909090909086
191,24.967364,60.27427,3,0.4090909090909086
