,Lon,Lat,Day,E
192,24.927086,60.229468,3,0.8181818181818181
193,23.619738,62.633636,3,0.0
194,24.720402,60.184948,3,0.0
195,24.788144,60.216715,3,0.1084337349397587
196,24.963776,60.187878,3,0.21428571428571422
197,24.738567,60.14672,3,0.21428571428571422
198,24.974446,60.180592,3,0.4090909090909086
199,25.603114,60.420623,3,0.0
200,24.955993,60.190487,3,0.0891089108910891
201,24.872232,60.23559,3,0.0891089108910891
202,25.058046,60.20125,3,0.7499999999999998
203,23.613382,62.578779,3,0.0
204,24.949321,60.184521,3,0.6923076923076922
205,24.872729,60.616175,3,0.6923076923076922
206,24.752576,60.238328,3,0.5625
207,24.954259,60.15919,3,0.5625
208,25.374903,60.734196,3,0.0
209,25.07951,60.350402,3,0.5625
210,25.041627,60.192774,3,0.36000000000000004
211,25.038671,60.286899,3,0.36000000000000004
212,25.11657,60.392657,4,0.13043478260869562
213,25.039782,60.276852,4,0.13043478260869562
214,25.181068,60.285219,4,0.0
215,24.735232,60.306774,4,0.36000000000000004
216,24.941251,60.183306,4,0.0
217,24.658122,60.177183,4,0.2571428571428565
218,25.107517,60.401248,4,0.5999999999999994
219,25.039373,60.203623,4,0.5999999999999994
220,24.611818,60.169744,4,0.243243243243243
221,23.666799,61.083944,4,0.0
222,26.819208,60.684533,4,0.0
223,24.197142,60.526824,4,0.0
224,25.038419,60.324318,4,0.26470588235294074
225,23.855213,61.183857,4,0.0
226,24.597602,60.238444,4,0.12499999999999921
227,24.929852,60.166663,4,0.12499999999999921
228,24.928025,60.178689,4,0.45000000000000007
229,23.583138,60.817201,4,0.0
230,24.367669,61.673406,4,0.0
231,24.944948,60.161146,4,0.42857142857142844
232,25.112919,60.482783,4,0.7499999999999998
233,24.832546,60.550169,4,0.7499999999999998
234,25.392356,60.46807,4,0.0
235,24.466484,61.009248,4,0.0
236,24.756705,60.198266,4,0.031141868512110298
237,24.80221,60.181013,4,0.031141868512110298
238,24.721409,60.224127,4,0.027190332326283304
239,24.747528,60.239708,4,0.027190332326283304
240,24.857137,60.264935,4,0.18000000000000002
241,24.947809,60.260958,4,0.18000000000000002
242,24.906566,60.155628,4,0.45000000000000007
243,24.900155,60.24395,4,0.45000000000000007
244,27.176435,60.574772,4,0.0
245,24.949918,60.160829,4,0.13043478260869562
246,25.356391,61.230361,3,0.0
247,24.043324,60.271498,3,0.4999999999999995
248,27.182356,60.567526,3,0.0
249,24.724129,60.222913,3,0.1046511627906969
250,24.780828,60.158198,3,0.4736842105263156
251,26.122987,60.286634,3,0.0
252,24.887604,60.25441,3,0.243243243243243
253,24.666702,60.227678,3,0.243243243243243
254,24.833774,60.269528,3,0.4999999999999995
255,24.607243,60.248002,3,0.4999999999999995
256,24.898425,60.198799,3,0.5625
257,24.987459,63.912505,3,0.0
258,27.995237,64.30406,3,0.0
259,25.102497,60.215519,3,0.39130434782608686
260,24.872329,60.1596,3,0.6923076923076922
261,24.793756,60.170915,3,0.6923076923076922
262,24.995628,60.24242,3,0.5625
263,24.763413,60.200568,3,0.5625
264,23.982586,60.469204,3,0.0
265,24.731246,60.153118,3,0.1551724137931032
266,23.933009,63.881851,3,0.0
267,24.844879,60.26641,3,0.0
268,25.070455,60.321712,3,0.7499999999999998
269,24.732435,60.386144,3,0.7499999999999998
270,25.054831,60.196589,3,0.1184210526315789
271,24.917916,60.186247,3,0.1184210526315789
272,24.869274,60.220751,3,0.0
273,24.924387,60.178203,3,0.054878048780487305
274,24.830975,60.241772,3,0.2727272727272727
275,25.073394,60.207432,3,0.2727272727272727
276,25.058393,60.224724,3,0.37499999999999944
277,25.498561,60.348198,3,0.0
278,24.950904,60.164523,3,0.8181818181818181
279,25.078499,60.408664,3,0.0
280,24.971377,60.203336,3,0.5999999999999994
281,22.380214,60.403666,3,0.0
282,24.81955,60.185997,3,0.12676056338028152
283,24.279286,60.302845,3,0.0
284,24.980807,60.282277,3,0.18367346938775492
285,25.380305,60.305322,3,0.18367346938775492
286,25.122225,60.23397,3,0.4999999999999995
287,29.7824,62.590951,3,0.0
288,25.01643,60.41713,3,0.6923076923076922
289,23.592919,60.098794,3,0.0
290,24.893573,60.237471,3,0.4999999999999995
291,24.740762,60.230495,3,0.4999999999999995
292,25.379519,60.284647,3,0.6428571428571426
293,24.961561,60.222215,3,0.6428571428571426
294,23.988908,60.045173,3,0.0
295,24.642167,60.236746,3,0.0
296,23.206369,61.663104,3,0.0
297,25.002359,60.269844,3,0.6428571428571426
298,24.88913,60.207424,3,0.0749999999999997
299,24.976264,60.18272,3,0.0749999999999997
300,25.018401,60.238616,3,0.8181818181818181
301,24.766089,60.251814,3,0.8181818181818181
302,30.676413,62.878534,3,0.0
303,24.928935,60.167889,3,0.2307692307692304
304,25.044603,60.185114,3,0.9000000000000001
305,25.977212,61.205535,3,0.0
306,25.038419,60.324318,3,0.6428571428571426
307,24.952156,60.153743,3,0.6428571428571426
308,25.037048,60.177725,3,0.5625
309,25.065276,60.351499,3,0.5625
310,24.969409,60.207384,3,0.1153846153846152
311,25.028808,60.275846,3,0.1153846153846152
312,24.853537,67.769582,4,0.0
313,24.760219,60.172228,4,0.13043478260869562
314,25.029495,60.294238,3,0.5999999999999994
315,24.883258,60.189535,3,0.0
316,25.124026,60.465013,4,0.9000000000000001
317,25.070089,60.271659,4,0.9000000000000001
318,25.482565,65.024534,3,0.0
319,21.805425,63.028364,3,0.0
320,25.076691,60.289814,3,0.0749999999999997
321,24.85637,60.251488,3,0.0749999999999997
322,24.774948,60.213503,3,0.0253521126760563
323,24.759137,60.169519,3,0.0253521126760563
324,23.624738,59.941887,3,0.0
325,25.073393,60.315173,3,0.7499999999999998
326,25.034229,60.204553,4,0.2571428571428565
327,25.061015,60.190112,4,0.2571428571428565
328,24.873158,60.161944,4,0.1168831168831161
329,24.977225,60.188244,4,0.0
330,24.974812,60.167947,4,0.0692307692307684
331,24.941222,60.193497,4,0.0692307692307684
332,24.924479,60.209801,4,0.0
333,24.762291,60.183655,4,0.6428571428571426
334,26.109304,61.744753,4,0.0
335,25.046752,60.151976,4,0.0
336,25.081925,60.26343,3,0.17307692307692282
337,24.970954,60.166828,3,0.17307692307692282
338,24.76129,60.211879,4,0.0418604651162784
339,25.574525,61.16686,4,0.0
340,26.706259,60.868213,4,0.0
341,24.150972,61.093344,4,0.0
342,24.757457,60.241189,3,0.17307692307692282
343,22.131171,61.316756,3,0.0
344,24.919381,60.157647,4,0.5294117647058824
345,25.131736,60.345517,4,0.5294117647058824
346,24.821346,60.229876,4,0.5999999999999994
347,25.044355,60.22995,4,0.5999999999999994
348,24.834612,60.22171,3,0.5625
349,24.799773,60.167864,3,0.0
350,25.041806,60.324597,4,0.5625
351,24.717558,60.23069,4,0.0
352,25.028876,60.190839,3,0.096774193548387
353,24.890898,60.204969,3,0.096774193548387
354,25.00555,60.280034,3,0.020785219399538098
355,24.964026,60.23931,3,0.020785219399538098
356,24.919795,60.206028,4,0.0013225569434235
357,24.917806,60.207802,4,0.0
358,25.01975,60.379203,4,0.6428571428571426
359,24.745629,60.170567,4,0.6428571428571426
360,24.688732,60.16152,4,0.21951219512195103
361,24.975111,60.303986,4,0.21951219512195103
362,23.992884,60.201151,4,0.0
363,22.976974,59.829046,4,0.39130434782608686
364,24.911141,60.190846,4,0.6923076923076922
365,26.077198,61.533565,4,0.0
366,24.762854,60.169968,4,0.1914893617021272
367,24.743571,60.235068,4,0.1914893617021272
368,25.064472,60.297225,4,0.1199999999999997
369,27.797917,61.887489,4,0.0
370,24.799791,60.163112,3,0.0
371,24.80473,60.176882,3,0.018711018711018004
372,24.909373,60.153984,3,0.9000000000000001
373,24.762866,60.191423,3,0.9000000000000001
374,26.480119,62.299592,3,0.0
375,24.679908,60.172751,3,0.5999999999999994
376,24.201617,60.289349,3,0.0
377,24.757576,60.173426,3,0.3214285714285713
378,26.019463,64.796429,3,0.0
379,24.83727,60.189254,3,0.6428571428571426
380,24.989096,60.228976,3,0.011952191235059102
381,23.849494,61.167692,3,0.0
382,26.784746,60.766197,3,0.0
383,23.651973,60.9375,3,0.0
384,24.52953,60.249804,3,0.6428571428571426
385,23.9433,60.441833,3,0.0
386,24.958143,60.169798,3,0.023872679045092802
387,24.919455,60.161057,3,0.023872679045092802
388,24.949252,60.17661,3,0.1363636363636359
389,25.09001,60.423063,3,0.0
390,24.823295,60.603676,3,0.7499999999999998
391,24.858524,60.26069,3,0.7499999999999998
392,24.294618,60.277531,3,0.0
393,24.673913,60.18143,3,0.18000000000000002
394,25.119346,60.282943,3,0.06976744186046491
395,24.820255,60.22039,3,0.06976744186046491
396,24.851754,60.662248,3,0.0
397,25.002012,60.188291,3,0.7499999999999998
398,24.759409,60.178033,3,0.15254237288135522
399,25.482565,65.024534,3,0.0
400,25.067483,60.350883,4,0.0532544378698224
401,24.925142,60.197411,4,0.0532544378698224
402,24.152251,65.848299,3,0.0
403,24.958143,60.169798,3,0.7499999999999998
404,24.959276,60.169885,4,0.0882352941176466
405,25.027664,60.227369,4,0.0882352941176466
406,24.862897,60.281625,4,0.2727272727272727
407,24.963289,60.198096,4,0.2727272727272727
408,25.029677,60.226946,3,0.36000000000000004
409,21.950565,62.118711,3,0.0
410,24.865601,62.854454,3,0.0
411,24.722179,60.174521,3,0.6923076923076922
412,25.033747,60.18992,4,0.2045454545454543
413,24.812561,60.224949,4,0.2045454545454543
414,23.94183,60.041387,3,0.0
415,24.812206,60.213891,3,0.34615384615384565
416,26.858513,60.484243,3,0.0
417,25.019625,60.252586,3,0.37499999999999944
418,24.927089,60.198933,3,0.09000000000000001
419,28.627488,62.437522,3,0.0
420,24.923603,60.198111,3,0.7499999999999998
421,24.692866,60.160728,3,0.7499999999999998
422,25.032408,60.501064,3,0.0
423,25.06717,60.618417,3,0.0
424,24.21677,60.53665,3,0.0
425,24.805394,60.181167,3,0.5625
426,25.055318,60.164404,3,0.2499999999999993
427,24.923603,60.198111,3,0.2499999999999993
428,24.835601,60.244453,3,0.19565217391304343
429,24.721228,60.162156,3,0.19565217391304343
430,24.889845,60.248971,3,0.33333333333333304
431,24.800687,60.172636,3,0.33333333333333304
432,25.577601,61.168733,3,0.0
433,25.128936,60.339369,3,0.18367346938775492
434,25.041627,60.192774,3,0.1323529411764699
435,25.109689,60.239345,3,0.1323529411764699
436,24.7366,60.167824,3,0.2307692307692304
437,26.807546,60.687787,3,0.0
438,27.314075,60.769387,3,0.0
439,24.73513,60.441907,3,0.7499999999999998
440,24.841372,60.613104,3,0.6428571428571426
441,25.097078,60.201712,3,0.6428571428571426
442,24.745634,60.379766,3,0.11250000000000002
443,24.816356,60.187201,3,0.11250000000000002
444,25.57971,61.166071,3,0.0
445,24.747481,60.235929,3,0.7499999999999998
446,25.038997,60.187474,4,0.17647058823529413
447,24.947049,60.210887,4,0.17647058823529413
448,24.855742,60.297035,4,0.0
449,24.295447,60.340368,4,0.37499999999999944
450,23.592235,62.58012,4,0.0
451,25.054389,60.142855,4,0.0
452,24.957341,60.186511,4,0.6923076923076922
453,28.756627,61.176204,4,0.0
454,25.116126,60.448826,4,0.0
455,25.156946,60.354825,4,0.34615384615384565
456,24.749408,60.177071,4,0.4999999999999995
457,24.842921,60.405522,4,0.4999999999999995
458,26.684354,60.872336,4,0.0
459,30.261329,62.91649,4,0.0
460,24.938601,60.171116,3,0.011508951406649402
461,25.11252,60.464416,3,0.011508951406649402
462,24.980171,60.39467,3,0.1698113207547162
463,22.371264,60.441601,3,0.0
464,24.885676,60.14976,3,0.28125
465,25.036582,60.278523,3,0.28125
466,24.975423,60.210437,3,0.9000000000000001
467,24.373347,61.060334,3,0.0
468,26.73399,60.858323,3,0.0
469,30.190508,62.957359,3,0.0
470,25.128894,60.35046,4,0.7499999999999998
471,24.870506,60.258836,4,0.0
472,24.834528,60.620071,3,0.34615384615384565
473,25.142426,60.254249,3,0.0
474,25.105188,60.212593,3,0.2499999999999993
475,24.990641,60.246362,3,0.2499999999999993
476,24.814144,60.229542,4,0.21428571428571422
477,24.753706,60.150129,4,0.21428571428571422
478,24.927244,60.1801,4,0.6923076923076922
479,24.264219,60.140744,4,0.0
480,24.872891,60.19155,4,0.1499999999999994
481,24.871343,60.1594,4,0.1499999999999994
482,24.942771,60.162808,4,1.0
483,25.159992,60.24937,4,0.0
484,25.640532,60.38614,3,0.17307692307692282
485,25.085418,60.26286,3,0.17307692307692282
486,24.963255,60.292515,4,0.0596026490066217
487,25.47606,60.893985,4,0.0
488,25.585626,65.050297,4,0.0
489,24.342433,60.303201,4,0.0
490,25.252944,62.709508,4,0.0
491,22.69062,61.024402,4,0.0
492,22.589267,60.652505,4,0.0
493,25.250666,63.806757,4,0.0
494,24.755658,60.207141,4,0.1578947368421052
495,24.540936,60.307213,4,0.0
496,25.022481,60.254102,4,0.10227272727272671
497,25.033378,60.302741,4,0.10227272727272671
498,24.335708,61.069045,4,0.0
499,24.576468,61.171924,4,0.0
500,25.561777,61.163089,4,0.0
501,25.114897,60.352541,4,0.0789473684210526
502,24.876228,60.215404,4,0.37499999999999944
503,26.090623,61.960636,4,0.0
504,24.876388,60.616125,4,0.1698113207547162
505,25.032388,60.243729,4,0.1698113207547162
506,24.993052,60.27513,4,0.36000000000000004
507,24.757479,60.168192,4,0.0
508,24.797346,60.17957,4,0.0456852791878164
509,25.102689,60.544482,4,0.0456852791878164
510,28.844252,61.224169,4,0.0
511,24.875648,60.237357,4,0.2727272727272727
512,25.689945,66.520974,4,0.0
513,24.884126,60.151018,4,0.4736842105263156
514,24.777024,60.247875,4,0.0692307692307684
515,24.754207,60.240948,4,0.0692307692307684
516,27.353089,60.510726,4,0.0
517,23.996103,61.493263,4,0.0
518,24.36901,60.605146,4,0.0
519,24.601238,60.230306,4,0.36000000000000004
520,23.987596,61.473176,4,0.0
521,25.711896,62.203401,4,0.0
522,23.88637,61.161028,4,0.0
523,24.812365,60.256732,4,0.5294117647058824
524,24.958584,60.160688,4,0.8181818181818181
525,22.42076,59.852378,4,0.0
526,25.058519,60.220582,4,0.1084337349397587
527,24.628466,65.724293,4,0.0
528,24.848924,60.22984,4,0.8181818181818181
529,27.369005,62.846529,4,0.0
530,24.91593,60.183602,4,0.2571428571428565
531,25.121543,60.305258,4,0.2571428571428565
532,24.814829,60.24834,4,0.4736842105263156
533,24.881278,60.194333,4,0.4736842105263156
534,24.854937,60.217677,4,0.9000000000000001
535,25.005059,60.24948,4,0.9000000000000001
536,24.198281,60.169691,4,0.4090909090909086
537,24.914084,60.330544,4,0.0
538,25.06399,60.255164,4,0.34615384615384565
539,24.752466,60.151295,4,0.34615384615384565
540,24.909587,60.285897,4,0.34615384615384565
541,25.659353,60.394662,4,0.34615384615384565
542,26.04113,61.219362,4,0.0
543,24.966398,60.205538,4,0.0
544,25.066933,60.26054,4,0.2999999999999997
545,24.836338,60.68034,4,0.0
546,24.385638,61.003112,4,0.0
547,24.374922,60.036912,4,0.0
548,25.02759,60.388806,4,0.025568181818181
549,24.726289,60.212055,4,0.025568181818181
550,25.065052,60.162466,4,0.4999999999999995
551,25.068068,60.261756,4,0.4999999999999995
552,24.528764,60.134852,4,0.6923076923076922
553,24.672941,60.15511,4,0.6923076923076922
554,25.002515,60.244673,4,0.4999999999999995
555,24.924479,60.209801,4,0.0
556,29.44491,62.551984,4,0.0
557,24.704596,60.246608,4,0.2045454545454543
558,24.963018,60.230051,4,0.0569620253164554
559,25.038371,60.233316,4,0.0569620253164554
560,24.644908,60.163401,4,0.0
561,24.988358,60.238628,4,0.7499999999999998
562,26.218774,60.456938,4,0.3214285714285713
563,25.095238,60.207885,4,0.3214285714285713
564,25.061066,60.203634,4,0.36000000000000004
565,24.896113,60.20452,4,0.36000000000000004
566,25.076324,60.149993,4,0.39130434782608686
567,25.172299,60.239499,4,0.0
568,25.129774,60.21062,4,0.7499999999999998
569,26.015096,61.191495,4,0.0
570,25.648595,61.160571,3,0.0
571,27.109911,60.569142,3,0.0
572,23.779796,61.206469,3,0.0
573,25.113497,60.242631,3,0.7499999999999998
574,24.797746,60.178436,3,0.26470588235294074
575,22.379503,60.401762,3,0.0
576,25.174637,61.896094,3,0.0
577,25.223678,60.616114,3,0.0
578,24.917846,60.183424,3,0.33333333333333304
579,24.287464,60.078737,3,0.0
580,24.919387,60.245265,4,0.37499999999999944
581,24.746243,60.273267,4,0.37499999999999944
582,24.814268,60.236217,4,0.45000000000000007
583,25.099477,60.234734,4,0.45000000000000007
584,24.536776,60.304412,4,0.0
585,24.872329,60.1596,4,0.36000000000000004
586,25.03148,60.233178,4,0.5999999999999994
587,23.764696,61.214214,4,0.0
588,24.906354,60.186999,4,0.4999999999999995
589,23.890129,61.163271,4,0.0
590,21.645495,63.016169,4,0.0
591,23.308116,60.056999,4,0.0
592,25.314617,60.635397,4,0.0671641791044769
593,25.263922,60.371652,4,0.0671641791044769
594,24.937269,60.230687,4,0.5625
595,25.079819,60.321694,4,0.5625
596,24.961622,60.186189,3,0.17647058823529413
597,23.6813,60.084722,3,0.17647058823529413
598,24.801962,60.46302,3,0.0288461538461538
599,25.253865,60.324968,3,0.0
600,25.595972,61.762869,3,0.0
601,25.57971,61.166071,3,0.0
602,23.738809,61.213934,3,0.0
603,24.177032,60.535851,3,0.0
604,25.11532,60.218372,3,0.7499999999999998
605,25.049425,60.168992,3,0.7499999999999998
606,24.783631,60.282497,3,0.0
607,24.80084,60.245704,3,0.2999999999999997
608,24.776358,60.278833,3,0.0
609,26.166212,60.529323,3,0.0
610,24.657173,60.911255,3,0.0
611,25.375706,60.301257,3,0.45000000000000007
612,24.92715,60.154667,3,0.3103448275862064
613,24.964019,60.214471,3,0.3103448275862064
614,24.779615,60.252538,4,0.0849056603773581
615,24.838424,60.235383,4,0.0849056603773581
616,24.962485,60.174049,4,0.5294117647058824
617,25.749074,60.976938,4,0.0
618,24.892136,60.149762,4,0.18749999999999972
619,24.724887,60.164818,4,0.18749999999999972
620,24.910602,60.188652,4,0.9000000000000001
621,25.023319,60.172093,4,0.9000000000000001
622,25.086709,60.202845,4,0.36000000000000004
623,24.90603,60.222001,4,0.36000000000000004
624,23.441631,59.905288,4,0.0
625,25.046455,60.220363,4,0.0
626,25.145949,60.203665,4,0.0857142857142855
627,24.953674,60.183633,4,0.0857142857142855
628,24.985186,60.148799,4,0.0
629,24.92675,60.154158,4,0.2727272727272727
630,24.847307,60.254949,4,0.1698113207547162
631,28.880635,61.249681,4,0.0
632,25.104877,60.279594,4,0.1046511627906969
633,27.747293,64.221356,4,0.0
634,24.950825,60.193897,4,0.5999999999999994
635,24.047248,60.05092,4,0.0
636,25.094383,60.266793,4,0.4999999999999995
637,25.140252,60.462994,4,0.4999999999999995
638,24.969167,60.19032,4,0.36000000000000004
639,24.714209,60.247113,4,0.0
640,25.06706,60.210178,4,0.6923076923076922
641,26.637605,61.971381,4,0.0
642,22.010662,62.976271,4,0.0
643,22.229591,60.452069,4,0.0
644,25.551866,61.171706,4,0.0
645,24.729925,60.151892,4,0.7499999999999998
646,23.915996,59.976323,4,0.0
647,24.891911,60.160138,4,0.9000000000000001
648,24.823476,60.18753,4,0.025210084033612804
649,24.949226,60.186124,4,0.025210084033612804
650,23.992256,60.222979,4,0.45000000000000007
651,24.94249,60.166867,4,0.45000000000000007
652,23.708608,61.176318,4,0.0
653,23.981307,60.331782,4,0.0
654,25.706315,60.390298,4,0.0
655,22.276023,60.312092,4,0.0
656,24.6551,61.259516,4,0.0
657,25.309304,60.635032,4,0.07563025210084019
658,24.850037,60.224397,4,0.2571428571428565
659,24.94249,60.166867,4,0.2571428571428565
660,25.128753,60.208812,4,0.09782608695652172
661,24.946135,60.207086,4,0.09782608695652172
662,25.007151,60.227551,4,0.13043478260869562
663,24.98894,61.076014,4,0.0
